0,0,tr,4,0,1106
0,1,zw,0,0,32
0,2,zw,4,0,137
0,3,tr,3,0,112
0,4,zw,2,0,53
0,5,tr,4,0,65
0,6,tr,5,1,137
0,7,tr,4,1,140
0,8,zw,1,0,136
0,9,tr,5,0,13
0,10,tr,0,1,144
0,11,zw,2,1,157
0,12,tr,5,1,155
0,13,zw,4,0,130
0,14,tr,0,0,19
0,15,zw,4,0,135
0,16,zw,2,2,163
0,17,zw,0,1,164
0,18,tr,5,0,130
0,19,tr,0,1,167
1,0,bcg,3,1,188
1,1,bcg,5,0,142
1,2,cg,0,0,21
1,3,cg,2,1,167
1,4,bcg,3,0,114
1,5,bcg,5,1,151
1,6,cg,2,0,56
1,7,cg,5,1,151
1,8,cg,3,1,190
1,9,cg,0,1,161
1,10,bcg,3,0,89
1,11,bcg,4,1,156
1,12,cg,3,0,63
1,13,cg,0,1,167
1,14,cg,5,1,158
1,15,bcg,1,0,89
1,16,cg,5,0,79
1,17,bcg,3,0,89
1,18,cg,5,0,87
1,19,cg,1,1,170
2,0,tr,3,1,236
2,1,cg,5,1,147
2,2,tr,5,0,148
2,3,bcg,0,1,167
2,4,zw,2,0,14
2,5,cg,2,1,157
2,6,zw,1,1,166
2,7,cg,5,1,172
2,8,tr,2,0,143
2,9,bcg,6,1,152
2,10,zw,0,0,40
2,11,bcg,5,0,118
2,12,tr,2,1,167
2,13,cg,4,0,27
2,14,zw,3,1,168
2,15,cg,2,1,155
2,16,zw,4,1,179
2,17,bcg,5,0,134
2,18,zw,2,0,28
2,19,cg,3,1,152
3,0,tr,5,1,201
3,1,cg,4,0,103
3,2,zw,4,1,158
3,3,cg,1,1,175
3,4,zw,1,1,170
3,5,cg,2,1,164
3,6,zw,3,1,167
3,7,cg,6,2,175
3,8,zw,0,1,176
3,9,bcg,3,0,154
3,10,zw,2,0,28
3,11,bcg,1,0,134
3,12,tr,4,1,170
3,13,bcg,0,1,172
3,14,zw,3,0,74
3,15,bcg,2,0,91
3,16,tr,5,1,165
3,17,bcg,6,1,173
3,18,zw,3,0,97
3,19,cg,2,1,172
4,0,tr,4,0,319
4,1,zw,1,0,78
4,2,zw,2,1,156
4,3,zw,0,1,150
4,4,tr,2,0,123
4,5,zw,4,0,37
4,6,zw,2,1,166
4,7,zw,3,1,164
4,8,tr,2,0,146
4,9,zw,1,0,14
4,10,zw,4,1,168
4,11,zw,3,1,170
4,12,tr,1,0,144
4,13,tr,2,1,175
4,14,tr,0,1,183
4,15,zw,1,0,15
4,16,zw,0,1,173
4,17,tr,5,0,156
4,18,zw,1,0,1
4,19,tr,3,1,188
5,0,tr,4,0,175
5,1,bcg,0,0,45
5,2,zw,0,1,146
5,3,bcg,5,0,141
5,4,tr,1,0,51
5,5,cg,4,1,147
5,6,zw,4,0,134
5,7,cg,5,0,34
5,8,zw,3,0,137
5,9,bcg,3,1,160
5,10,zw,4,1,163
5,11,cg,5,0,52
5,12,zw,3,0,111
5,13,bcg,1,1,177
5,14,zw,2,1,171
5,15,cg,0,0,79
5,16,tr,0,1,197
5,17,cg,2,1,189
5,18,tr,1,2,209
5,19,bcg,6,0,157
6,0,zw,0,1,230
6,1,bcg,1,1,173
6,2,zw,1,1,160
6,3,cg,2,1,147
6,4,tr,4,1,175
6,5,bcg,6,0,150
6,6,zw,2,1,171
6,7,bcg,3,1,172
6,8,tr,1,0,37
6,9,bcg,4,0,121
6,10,tr,2,0,49
6,11,cg,1,1,175
6,12,tr,1,1,170
6,13,cg,3,1,181
6,14,zw,3,0,98
6,15,cg,1,0,79
6,16,zw,4,0,103
6,17,cg,0,0,150
6,18,zw,3,0,52
6,19,cg,6,0,135
