0,0,tr,5,0,903
0,1,tr,3,1,159
0,2,zw,0,0,89
0,3,tr,3,0,68
0,4,tr,0,1,165
0,5,tr,4,1,156
0,6,tr,2,1,155
0,7,zw,4,0,152
0,8,tr,3,0,8
0,9,zw,4,1,193
0,10,tr,0,0,138
0,11,zw,3,0,90
0,12,zw,4,1,152
0,13,zw,2,1,160
0,14,tr,4,0,79
0,15,zw,2,0,85
0,16,tr,4,0,92
0,17,tr,1,1,172
0,18,zw,4,0,71
0,19,zw,2,1,203
1,0,cg,4,1,1500
1,1,bcg,6,1,1456
1,2,cg,2,0,144
1,3,bcg,5,0,170
1,4,bcg,6,1,414
1,5,cg,2,0,111
1,6,cg,1,1,311
1,7,cg,5,1,299
1,8,cg,4,1,381
1,9,cg,2,1,330
1,10,bcg,6,0,177
1,11,cg,4,0,19
1,12,cg,1,1,288
1,13,cg,2,0,197
1,14,bcg,1,0,6
1,15,cg,3,0,2836
1,16,cg,6,1,420
1,17,cg,0,1,233
1,18,bcg,1,0,118
1,19,bcg,4,1,158
2,0,zw,2,1,548
2,1,cg,3,1,232
2,2,zw,1,1,175
2,3,bcg,1,0,62
2,4,zw,3,0,116
2,5,bcg,3,0,56
2,6,zw,0,0,104
2,7,bcg,4,0,59
2,8,zw,2,1,229
2,9,bcg,5,0,119
2,10,zw,4,1,223
2,11,cg,6,1,167
2,12,zw,3,1,159
2,13,cg,2,1,189
2,14,tr,1,0,156
2,15,cg,4,0,22
2,16,zw,2,1,166
2,17,bcg,3,1,181
2,18,zw,3,0,166
2,19,cg,0,1,166
3,0,zw,3,0,941
3,1,cg,5,0,643
3,2,tr,1,0,628
3,3,cg,4,1,1271
3,4,tr,0,1,924
3,5,cg,5,0,157
3,6,tr,5,0,19
3,7,cg,2,0,146
3,8,zw,2,2,165
3,9,bcg,6,0,149
3,10,tr,1,1,165
3,11,cg,1,0,4
3,12,tr,2,0,154
3,13,bcg,2,1,157
3,14,zw,1,0,19
3,15,bcg,0,0,147
3,16,zw,3,0,15
3,17,bcg,4,0,148
3,18,zw,0,0,15
3,19,cg,0,1,151
4,0,tr,2,0,861
4,1,tr,1,0,649
4,2,zw,3,0,682
4,3,tr,2,1,378
4,4,zw,3,0,134
4,5,zw,0,1,161
4,6,zw,4,1,165
4,7,zw,1,1,174
4,8,zw,2,1,167
4,9,tr,4,0,39
4,10,zw,3,0,125
4,11,zw,1,1,175
4,12,zw,3,1,160
4,13,tr,4,0,18
4,14,zw,2,0,152
4,15,zw,1,1,165
4,16,zw,4,1,188
4,17,zw,2,0,163
4,18,zw,0,1,169
4,19,tr,2,0,20
5,0,tr,5,0,1453
5,1,cg,6,0,487
5,2,zw,1,1,1015
5,3,cg,2,0,748
5,4,tr,0,0,1007
5,5,bcg,5,0,1001
5,6,tr,2,0,781
5,7,cg,3,0,782
5,8,zw,1,0,1006
5,9,bcg,2,1,1662
5,10,zw,4,1,215
5,11,bcg,6,0,155
5,12,tr,0,0,30
5,13,bcg,0,0,149
5,14,tr,4,0,31
5,15,bcg,3,0,145
5,16,tr,2,0,35
5,17,cg,1,1,181
5,18,tr,0,1,171
5,19,cg,3,1,183
6,0,tr,3,0,391
6,1,cg,5,0,1249
6,2,tr,2,0,856
6,3,cg,1,0,615
6,4,zw,3,0,1381
6,5,bcg,5,1,142
6,6,zw,0,1,150
6,7,cg,1,0,36
6,8,zw,4,0,117
6,9,cg,4,0,42
6,10,zw,2,0,107
6,11,bcg,6,1,157
6,12,tr,1,0,57
6,13,cg,1,1,173
6,14,tr,0,1,162
6,15,cg,0,1,164
6,16,tr,2,1,159
6,17,bcg,1,0,86
6,18,tr,5,0,73
6,19,bcg,5,0,96
